,x,ydata
0,-5.0,22.254233494984298
1,-4.9,21.335108635985293
2,-4.800000000000001,22.79953784256452
3,-4.700000000000001,20.265303151546558
4,-4.600000000000001,22.706364359131282
5,-4.500000000000002,25.442385343797408
6,-4.400000000000002,22.55106091891599
7,-4.3000000000000025,18.089279808498045
8,-4.200000000000003,16.515683295919505
9,-4.100000000000003,19.29094715155793
10,-4.0000000000000036,14.892221568156401
11,-3.900000000000004,15.523068730159082
12,-3.8000000000000043,14.622359009411984
13,-3.7000000000000046,12.446870628243001
14,-3.600000000000005,13.498515017469135
15,-3.5000000000000053,12.077596389207205
16,-3.4000000000000057,10.146151276262097
17,-3.300000000000006,11.114150717352654
18,-3.2000000000000064,12.301242889475859
19,-3.1000000000000068,9.482837087438877
20,-3.000000000000007,10.552468117836302
21,-2.9000000000000075,8.228068964706145
22,-2.800000000000008,10.728869595606435
23,-2.700000000000008,8.978167379341372
24,-2.6000000000000085,8.280942684997534
25,-2.500000000000009,4.075015026974494
26,-2.4000000000000092,4.270705281549899
27,-2.3000000000000096,7.443969120683521
28,-2.20000000000001,4.87398762670582
29,-2.1000000000000103,4.116764241551169
30,-2.0000000000000107,4.992246597842596
31,-1.900000000000011,6.390717625784407
32,-1.8000000000000114,5.029592956184775
33,-1.7000000000000117,2.8801768961203216
34,-1.600000000000012,5.076982179546506
35,-1.5000000000000124,1.6421522862317164
36,-1.4000000000000128,4.488634227615074
37,-1.3000000000000131,2.083518506304703
38,-1.2000000000000135,2.6610719921885018
39,-1.1000000000000139,-1.089469513735722
40,-1.0000000000000142,-1.284717400070647
41,-0.9000000000000146,-2.9289684092565054
42,-0.8000000000000149,2.2482396950260286
43,-0.7000000000000153,1.0634248571043834
44,-0.6000000000000156,-2.2360430593123377
45,-0.500000000000016,2.999974577118637
46,-0.40000000000001634,-3.102156807426141
47,-0.3000000000000167,0.1929304699070285
48,-0.20000000000001705,-2.1872034763485044
49,-0.10000000000001741,-2.8165948194980555
50,-1.7763568394002505e-14,-0.8798383500097225
51,0.09999999999998188,-0.20673014208069138
52,0.19999999999998153,1.4240144747825816
53,0.29999999999998117,0.14334880576906667
54,0.3999999999999808,0.5412775678337169
55,0.49999999999998046,1.1998230166395119
56,0.5999999999999801,-4.063648429275855
57,0.6999999999999797,-2.636843075779479
58,0.7999999999999794,0.8551027326226075
59,0.899999999999979,2.3634452204302034
60,0.9999999999999787,2.734676923123061
61,1.0999999999999783,2.7873745442974016
62,1.199999999999978,-1.0999867485747505
63,1.2999999999999776,1.340236588794303
64,1.3999999999999773,1.0356457878629475
65,1.499999999999977,1.4607624925173535
66,1.5999999999999766,-1.5105548262819841
67,1.6999999999999762,5.6578575633909125
68,1.7999999999999758,3.66115299999225
69,1.8999999999999755,3.453943142214441
70,1.9999999999999751,4.046195325168402
71,2.0999999999999748,5.028260288419019
72,2.1999999999999744,4.142223995703464
73,2.299999999999974,6.410035661362904
74,2.3999999999999737,4.291247889701489
75,2.4999999999999734,6.5669425353732995
76,2.599999999999973,6.103232880287568
77,2.6999999999999726,9.484363100817077
78,2.7999999999999723,12.097231934718726
79,2.899999999999972,5.957790873128486
80,2.9999999999999716,7.550679053073607
81,3.0999999999999712,9.233353391739296
82,3.199999999999971,10.039934881199173
83,3.2999999999999705,13.650145292118257
84,3.39999999999997,12.638834878683342
85,3.49999999999997,12.417686673196428
86,3.5999999999999694,14.019452947429123
87,3.699999999999969,13.351881564534295
88,3.7999999999999687,14.453107306505649
89,3.8999999999999684,17.40343804282787
90,3.999999999999968,17.639844821257377
91,4.099999999999968,15.003023830427084
92,4.199999999999967,17.621730596548105
93,4.299999999999967,19.72970892877413
94,4.399999999999967,18.025966206857724
95,4.499999999999966,18.36804926400289
96,4.599999999999966,18.02878775547211
97,4.6999999999999655,19.90781208902426
98,4.799999999999965,23.130504827565485
99,4.899999999999965,25.02501303802232
